MUNICIPIO,UF,SUBSTANCIA,latitude,longitude
Ouricuri,PE,"Argilito, Gipsita",-7.704,-40.236
Araripina,PE,Gipsita,-7.683,-40.460
Ouricuri,PE,"Argilito, Gipsita",-7.710,-40.215
Ouricuri,PE,Gipsita,-7.726,-40.188
Ipubi,PE,"Argilito, Gipsita",-7.698,-40.171
Ipubi,PE,Gipsita,-7.640,-40.125
Bodocó,PE,Gipsita,-7.622,-40.053
Araripina,PE,Gipsita,-7.722,-40.599
Simões,PI,Gipsita,-7.767,-40.785
Simões,PI,Gipsita,-7.637,-40.739
Araripina,PE,"Argilito, Gipsita",-7.669,-40.519
Ouricuri,PE,"Argilito, Gipsita",-7.711,-40.234
Araripina,PE,"Argilito, Gipsita",-7.748,-40.472
Curral Novo do Piauí,PI,Gipsita,-7.755,-40.821
Simões,PI,Ferro,-7.850,-40.596
Araripina,PE,"Argilito, Gipsita",-7.669,-40.524
,,"Diamante, Ouro",4.159,-59.687
,,"Diamante, Ouro",4.516,-60.084
,,"Diamante, Ouro",4.641,-60.079
,,"Diamante, Ouro",4.495,-59.997
,,"Diamante, Ouro",4.505,-60.138
,,"Diamante, Ouro",4.527,-60.160
,,Diamante,4.480,-59.881
,,Diamante,4.498,-59.928
,,Diamante,4.477,-59.886
,,Seixo (Material para construção civil),-13.493,-61.005
,,"Diamante, Ouro",4.429,-59.759
,,"Gás natural, Petróleo",-10.605,-36.603
,,"Gás natural, Petróleo",-11.094,-36.960
,,"Gás natural, Petróleo",-11.139,-37.045
,,"Gás natural, Petróleo",-11.010,-36.953
,,"Gás natural, Petróleo",-10.614,-36.574
,,"Gás natural, Petróleo",-10.988,-36.923
,,Calcário,-14.060,-38.953
,,Folhelho pirobetuminoso,-9.575,-35.654
,,Diamante,4.150,-59.667
,,Ouro,-9.767,-65.336
,,Ouro,-9.709,-65.486
,,Calcário,-8.486,-35.018
,,Titânio,-7.630,-34.806
,,Calcário,-7.951,-34.826
,,"Terras raras, Titânio, Tório",-20.741,-40.538
,,Concha,-31.783,-51.728
,,Calcário,-8.475,-35.021
,,"Gás natural, Petróleo",-19.098,-39.656
,,"Gás natural, Petróleo",-10.657,-36.654
,,"Gás natural, Petróleo",-10.948,-36.674
,,Titânio,-13.948,-38.928
,,Folhelho pirobetuminoso,-14.880,-39.021
,,Folhelho pirobetuminoso,-14.394,-39.004
,,Turfa,-14.844,-39.025
Agudo,RS,Brita,-29.671,-53.251
Agudo,RS,Brita,-29.608,-53.178
Restinga Seca,RS,Brita,-29.755,-53.375
Restinga Seca,RS,Areia,-29.923,-53.398
Restinga Seca,RS,Areia,-29.925,-53.404
Formigueiro,RS,Areia,-29.931,-53.401
Restinga Seca,RS,Areia,-29.926,-53.400
Restinga Seca,RS,Saibro,-29.741,-53.378
Agudo,RS,Brita,-29.703,-53.277
São João do Polêsine,RS,Brita,-29.667,-53.472
Faxinal do Soturno,RS,Saibro,-29.510,-53.410
Agudo,RS,Saibro,-29.602,-53.218
Cerro Branco,RS,Saibro,-29.661,-53.045
Restinga Seca,RS,Areia,-29.947,-53.140
Faxinal do Soturno,RS,Argila,-29.597,-53.411
São João do Polêsine,RS,Diabásio,-29.644,-53.438
Cachoeira do Sul,RS,Diabásio,-29.908,-53.068
Formigueiro,RS,Areia,-29.935,-53.413
Restinga Seca,RS,Saibro,-29.947,-53.190
Agudo,RS,Brita,-29.620,-53.176
Faxinal do Soturno,RS,"Quartzo, Ágata",-29.515,-53.433
Agudo,RS,"Ametista, Quartzo",-29.513,-53.292
Lagoa Bonita do Sul,RS,Saibro,-29.515,-53.016
Restinga Seca,RS,Brita,-29.747,-53.375
Agudo,RS,Saibro,-29.684,-53.216
Felixlândia,MG,Fósforo,-18.550,-44.906
Felixlândia,MG,Fósforo,-18.570,-44.986
Felixlândia,MG,Fósforo,-18.570,-44.907
Felixlândia,MG,"Dolomito, Fósforo",-18.587,-44.953
Felixlândia,MG,"Dolomito, Fósforo",-18.607,-44.907
Coromandel,MG,Fósforo,-18.484,-46.956
Quartel Geral,MG,Fósforo,-19.249,-45.769
Quartel Geral,MG,Fósforo,-19.254,-45.772
Quartel Geral,MG,Fósforo,-19.252,-45.779
Cedro do Abaeté,MG,Fósforo,-19.174,-45.700
Cedro do Abaeté,MG,Fósforo,-19.152,-45.726
Cedro do Abaeté,MG,Fósforo,-19.144,-45.706
Cedro do Abaeté,MG,Fósforo,-19.141,-45.705
Cedro do Abaeté,MG,Fósforo,-19.140,-45.706
Cedro do Abaeté,MG,Fósforo,-19.135,-45.703
Cedro do Abaeté,MG,Fósforo,-19.139,-45.693
Cedro do Abaeté,MG,Fósforo,-19.128,-45.690
Cedro do Abaeté,MG,Fósforo,-19.122,-45.709
Cedro do Abaeté,MG,Fósforo,-19.116,-45.710
Cedro do Abaeté,MG,Fósforo,-19.113,-45.718
Cedro do Abaeté,MG,Fósforo,-19.114,-45.719
Cedro do Abaeté,MG,Fósforo,-19.141,-45.732
Lagoa Formosa,MG,Fósforo,-18.719,-46.253
Presidente Olegário,MG,Fósforo,-18.526,-46.371
Cedro do Abaeté,MG,Fósforo,-19.132,-45.723
Cedro do Abaeté,MG,Fósforo,-19.134,-45.731
João Pinheiro,MG,Fósforo,-17.781,-46.254
Cedro do Abaeté,MG,Fósforo,-19.129,-45.711
Cedro do Abaeté,MG,Fósforo,-19.126,-45.731
Cedro do Abaeté,MG,Fósforo,-19.107,-45.687
Cedro do Abaeté,MG,Fósforo,-19.105,-45.686
Cedro do Abaeté,MG,Fósforo,-19.087,-45.695
Cedro do Abaeté,MG,Fósforo,-19.091,-45.696
Cedro do Abaeté,MG,Fósforo,-19.068,-45.668
Cedro do Abaeté,MG,Fósforo,-19.060,-45.667
Cedro do Abaeté,MG,Fósforo,-19.052,-45.680
Cedro do Abaeté,MG,Fósforo,-19.049,-45.680
Cedro do Abaeté,MG,Fósforo,-19.036,-45.686
Cedro do Abaeté,MG,Fósforo,-19.033,-45.685
Cedro do Abaeté,MG,Fósforo,-19.025,-45.689
Cedro do Abaeté,MG,Fósforo,-19.021,-45.688
Cedro do Abaeté,MG,Fósforo,-19.021,-45.692
Cedro do Abaeté,MG,Fósforo,-19.035,-45.654
Cedro do Abaeté,MG,Fósforo,-19.114,-45.718
Cedro do Abaeté,MG,Fósforo,-19.135,-45.716
Santana do Ipanema,AL,Ametista,-9.360,-37.253
Serra da Saudade,MG,Fósforo,-19.270,-45.755
Quartel Geral,MG,Fósforo,-19.256,-45.767
Quartel Geral,MG,Fósforo,-19.255,-45.768
João Pinheiro,MG,Fósforo,-17.709,-46.186
Serra da Saudade,MG,Fósforo,-19.266,-45.776
Quartel Geral,MG,Fósforo,-19.305,-45.801
Quartel Geral,MG,Fósforo,-19.266,-45.788
Quartel Geral,MG,Fósforo,-19.260,-45.784
Quartel Geral,MG,Fósforo,-19.261,-45.785
Quartel Geral,MG,Fósforo,-19.259,-45.781
Serra da Saudade,MG,Fósforo,-19.273,-45.777
Serra da Saudade,MG,Fósforo,-19.281,-45.777
Serra da Saudade,MG,Fósforo,-19.290,-45.782
Serra da Saudade,MG,Fósforo,-19.299,-45.776
Serra da Saudade,MG,Fósforo,-19.317,-45.777
Quartel Geral,MG,Fósforo,-19.264,-45.770
Ipirá,BA,Fósforo,-12.064,-39.817
Tapira,MG,"Fósforo, Nióbio, Titânio",-19.915,-46.838
Tapira,MG,"Fósforo, Nióbio, Titânio",-19.884,-46.834
Tapira,MG,"Fósforo, Titânio",-19.889,-46.834
Tapira,MG,"Fósforo, Titânio",-19.902,-46.835
Messias Targino,RN,Tungstênio,-6.076,-37.520
Antônio Martins,RN,Cobre,-6.167,-37.945
Encanto,RN,Ouro,-6.081,-38.326
São José de Espinharas,PB,Tungstênio,-6.748,-37.521
Malta,PB,Tungstênio,-6.819,-37.542
Malta,PB,Tungstênio,-6.840,-37.545
Malta,PB,Tungstênio,-6.850,-37.553
Riacho de Santana,RN,Mármore,-6.274,-38.347
Riacho de Santana,RN,Água marinha,-6.267,-38.366
Almino Afonso,RN,Mármore,-6.180,-37.766
Riacho dos Cavalos,PB,Tungstênio,-6.425,-37.673
Cajazeiras,PB,Mármore,-6.879,-38.598
Jericó,PB,Tungstênio,-6.569,-37.802
Nazarezinho,PB,Mármore,-6.969,-38.328
Tenente Ananias,RN,Esmeralda,-6.389,-38.219
Lavras da Mangabeira,CE,Ouro,-6.761,-38.976
Parobé,RS,Diabásio,-29.626,-50.869
Rolante,RS,Basalto,-29.635,-50.560
Parobé,RS,Arenito,-29.616,-50.826
Igrejinha,RS,Basalto,-29.577,-50.822
Novo Hamburgo,RS,Arenito,-29.738,-50.966
Taquara,RS,Saibro,-29.555,-50.668
Taquara,RS,Saibro,-29.559,-50.613
Taquara,RS,Saibro,-29.586,-50.667
Taquara,RS,Saibro,-29.575,-50.600
Santo Antônio da Patrulha,RS,Basalto,-29.725,-50.615
Santo Antônio da Patrulha,RS,Arenito,-29.731,-50.555
Santo Antônio da Patrulha,RS,Rocha ornamental,-29.728,-50.625
Santo Antônio da Patrulha,RS,Saibro,-29.745,-50.517
Santo Antônio da Patrulha,RS,Arenito,-29.788,-50.578
Santo Antônio da Patrulha,RS,Arenito,-29.800,-50.546
Santo Antônio da Patrulha,RS,Arenito,-29.816,-50.537
Santo Antônio da Patrulha,RS,Arenito,-29.792,-50.589
Santo Antônio da Patrulha,RS,Arenito,-29.797,-50.577
Santo Antônio da Patrulha,RS,Arenito,-29.796,-50.558
Santo Antônio da Patrulha,RS,Arenito,-29.810,-50.554
Santo Antônio da Patrulha,RS,Arenito,-29.800,-50.531
Santo Antônio da Patrulha,RS,Arenito,-29.794,-50.519
Santo Antônio da Patrulha,RS,Rocha ornamental,-29.841,-50.563
Santo Antônio da Patrulha,RS,Arenito,-29.829,-50.529
Santo Antônio da Patrulha,RS,Arenito,-29.879,-50.560
Santo Antônio da Patrulha,RS,Arenito,-29.929,-50.512
Santo Antônio da Patrulha,RS,Arenito,-29.897,-50.501
Parobé,RS,Rocha ornamental,-29.674,-50.872
Parobé,RS,Rocha ornamental,-29.687,-50.854
Parobé,RS,Arenito,-29.694,-50.899
Parobé,RS,Arenito,-29.669,-50.873
Parobé,RS,Arenito,-29.697,-50.885
Parobé,RS,Arenito,-29.696,-50.850
Parobé,RS,Arenito,-29.711,-50.864
Parobé,RS,Arenito,-29.723,-50.843
Parobé,RS,Arenito,-29.687,-50.888
Parobé,RS,Arenito,-29.694,-50.879
Parobé,RS,Arenito,-29.696,-50.897
Parobé,RS,Arenito,-29.717,-50.869
Parobé,RS,Arenito,-29.702,-50.845
Parobé,RS,Arenito,-29.709,-50.845
Taquara,RS,Arenito,-29.724,-50.842
Taquara,RS,Arenito,-29.727,-50.839
Novo Hamburgo,RS,Arenito,-29.755,-50.969
Novo Hamburgo,RS,Arenito,-29.759,-50.978
Taquara,RS,Arenito,-29.790,-50.912
Taquara,RS,Arenito,-29.787,-50.857
Gravataí,RS,Arenito,-29.802,-50.898
Gravataí,RS,Arenito,-29.802,-50.910
Gravataí,RS,Arenito,-29.862,-50.876
Gravataí,RS,Arenito,-29.867,-50.877
Gravataí,RS,Arenito,-29.843,-50.979
Viamão,RS,Argila,-29.993,-50.955
Glorinha,RS,Rocha ornamental,-29.892,-50.796
Taquara,RS,Saibro,-29.769,-50.767
Glorinha,RS,Arenito,-29.786,-50.768
Taquara,RS,Saibro,-29.754,-50.738
Santo Antônio da Patrulha,RS,Saibro,-29.803,-50.700
Santo Antônio da Patrulha,RS,Saibro,-29.799,-50.692
Taquara,RS,Arenito,-29.664,-50.729
Taquara,RS,Rocha ornamental,-29.685,-50.713
Taquara,RS,Rocha ornamental,-29.662,-50.696
Parobé,RS,Rocha ornamental,-29.628,-50.820
Parobé,RS,Rocha ornamental,-29.630,-50.810
Taquara,RS,Rocha ornamental,-29.656,-50.733
Parobé,RS,Arenito,-29.642,-50.835
Parobé,RS,Arenito,-29.644,-50.834
Parobé,RS,Saibro,-29.620,-50.837
Taquara,RS,Arenito,-29.613,-50.690
Taquara,RS,Saibro,-29.511,-50.685
Taquara,RS,Saibro,-29.556,-50.651
Santo Antônio da Patrulha,RS,Basalto,-29.731,-50.509
Santo Antônio da Patrulha,RS,Basalto,-29.725,-50.503
Parobé,RS,Arenito,-29.648,-50.878
Parobé,RS,Rocha ornamental,-29.644,-50.870
Sapiranga,RS,Rocha ornamental,-29.675,-50.958
Seberi,RS,Celadonita,-27.451,-53.304
Frederico Westphalen,RS,Ametista,-27.271,-53.348
Planalto,RS,Quartzo,-27.316,-53.050
Ametista do Sul,RS,Ametista,-27.360,-53.229
Cristal do Sul,RS,Celadonita,-27.457,-53.256
Alpestre,RS,Ametista,-27.269,-53.025
Ametista do Sul,RS,Celadonita,-27.362,-53.224
Rodeio Bonito,RS,Basalto,-27.431,-53.173
Frederico Westphalen,RS,Celadonita,-27.277,-53.323
Planalto,RS,Ametista,-27.333,-53.033
Planalto,RS,Cascalho,-27.352,-53.044
Planalto,RS,Cascalho,-27.377,-53.074
Alpestre,RS,Celadonita,-27.280,-53.021
Alpestre,RS,Celadonita,-27.260,-53.026
Iraí,RS,Celadonita,-27.211,-53.209
São Carlos,SC,Quartzo,-27.007,-53.057
Frederico Westphalen,RS,Celadonita,-27.341,-53.449
Frederico Westphalen,RS,Quartzo,-27.329,-53.403
Planalto,RS,Ametista,-27.334,-53.149
Planalto,RS,Ametista,-27.340,-53.108
Rodeio Bonito,RS,Ametista,-27.435,-53.174
Frederico Westphalen,RS,Ametista,-27.364,-53.267
Iraí,RS,Ametista,-27.292,-53.252
Frederico Westphalen,RS,Ametista,-27.321,-53.305
Ametista do Sul,RS,Ametista,-27.353,-53.234
Ametista do Sul,RS,Ametista,-27.391,-53.191
Ametista do Sul,RS,Ametista,-27.389,-53.191
Ametista do Sul,RS,Ametista,-27.386,-53.191
Ametista do Sul,RS,Ametista,-27.366,-53.231
Ametista do Sul,RS,Ametista,-27.319,-53.226
Ametista do Sul,RS,Ametista,-27.374,-53.175
Ametista do Sul,RS,Ametista,-27.376,-53.176
Planalto,RS,Gipsita,-27.348,-53.104
Planalto,RS,Ametista,-27.350,-53.104
Rodeio Bonito,RS,Ametista,-27.431,-53.192
Rodeio Bonito,RS,Ametista,-27.453,-53.179
Planalto,RS,Ametista,-27.353,-53.134
Planalto,RS,Ametista,-27.339,-53.128
Planalto,RS,Ametista,-27.374,-53.093
Planalto,RS,Ametista,-27.371,-53.114
Planalto,RS,Ametista,-27.357,-53.094
Cristal do Sul,RS,Ametista,-27.416,-53.264
Frederico Westphalen,RS,Ametista,-27.323,-53.304
Cristal do Sul,RS,Ametista,-27.411,-53.230
Cristal do Sul,RS,Ametista,-27.395,-53.244
Cristal do Sul,RS,Ametista,-27.413,-53.214
Cristal do Sul,RS,Ametista,-27.418,-53.227
Planalto,RS,Ametista,-27.311,-53.182
Planalto,RS,Ametista,-27.324,-53.171
Iraí,RS,Ametista,-27.284,-53.245
Planalto,RS,Ametista,-27.340,-53.126
Cristal do Sul,RS,Ametista,-27.413,-53.211
Cristal do Sul,RS,Ametista,-27.446,-53.225
Ametista do Sul,RS,Ametista,-27.397,-53.129
Iraí,RS,Ametista,-27.286,-53.176
Frederico Westphalen,RS,Ametista,-27.324,-53.320
Planalto,RS,Ametista,-27.400,-53.126
Iraí,RS,Ametista,-27.292,-53.253
Frederico Westphalen,RS,Ametista,-27.292,-53.320
Frederico Westphalen,RS,Ametista,-27.313,-53.310
Ametista do Sul,RS,Ametista,-27.355,-53.229
Planalto,RS,Ametista,-27.338,-53.110
Ametista do Sul,RS,Ametista,-27.365,-53.173
Planalto,RS,"Ametista, Ágata",-27.334,-53.091
Ametista do Sul,RS,Celadonita,-27.324,-53.226
Planalto,RS,Celadonita,-27.336,-53.056
Cristal do Sul,RS,Quartzo,-27.444,-53.291
Frederico Westphalen,RS,Ametista,-27.367,-53.266
Seberi,RS,Quartzo,-27.488,-53.306
Frederico Westphalen,RS,"Celadonita, Ágata",-27.300,-53.468
Mondaí,SC,"Celadonita, Ágata",-27.093,-53.447
Mondaí,SC,Quartzo,-27.143,-53.440
Iporã do Oeste,SC,Quartzo,-27.063,-53.486
Palmitos,SC,Ametista,-27.047,-53.183
Palmitos,SC,Ametista,-27.060,-53.141
Palmitos,SC,Ametista,-27.097,-53.113
Palmitos,SC,Ametista,-27.085,-53.125
Alpestre,RS,Ágata,-27.239,-53.025
Alpestre,RS,Ametista,-27.214,-53.080
Iraí,RS,Celadonita,-27.260,-53.187
Iraí,RS,Celadonita,-27.257,-53.194
Rodeio Bonito,RS,Ametista,-27.475,-53.198
Frederico Westphalen,RS,Ametista,-27.239,-53.326
Frederico Westphalen,RS,Ametista,-27.256,-53.325
Liberato Salzano,RS,Ametista,-27.473,-53.144
Alpestre,RS,Quartzo,-27.302,-53.005
Planalto,RS,Ametista,-27.361,-53.071
Planalto,RS,"Quartzo, Ágata",-27.363,-53.088
Planalto,RS,Ametista,-27.335,-53.050
Alpestre,RS,Ametista,-27.264,-53.025
Frederico Westphalen,RS,Ametista,-27.364,-53.279
Frederico Westphalen,RS,Ametista,-27.375,-53.288
Frederico Westphalen,RS,Ametista,-27.373,-53.292
Frederico Westphalen,RS,Ametista,-27.375,-53.295
Cristal do Sul,RS,Ametista,-27.394,-53.265
Cristal do Sul,RS,Ametista,-27.404,-53.268
Palmitos,SC,Ametista,-27.169,-53.182
Palmitos,SC,Quartzo,-27.155,-53.195
Palmitos,SC,Ametista,-27.146,-53.195
Mondaí,SC,Ametista,-27.080,-53.370
Mondaí,SC,Quartzo,-27.079,-53.368
Iraí,RS,Ametista,-27.215,-53.203
Iraí,RS,Ágata,-27.212,-53.189
Alpestre,RS,Ametista,-27.209,-53.169
Alpestre,RS,Quartzo,-27.201,-53.161
Alpestre,RS,Quartzo,-27.105,-53.041
Vicente Dutra,RS,Ametista,-27.215,-53.330
Vicente Dutra,RS,Quartzo,-27.150,-53.338
Vicente Dutra,RS,Quartzo,-27.154,-53.369
Seberi,RS,Quartzo,-27.445,-53.357
Seberi,RS,Ametista,-27.445,-53.355
Seberi,RS,Quartzo,-27.400,-53.301
Seberi,RS,Ametista,-27.485,-53.346
Frederico Westphalen,RS,Ametista,-27.361,-53.309
Mondaí,SC,"Celadonita, Quartzo",-27.090,-53.448
Alpestre,RS,Ametista,-27.250,-53.030
Alpestre,RS,Quartzo,-27.201,-53.074
Alpestre,RS,Quartzo,-27.198,-53.056
Alpestre,RS,Ametista,-27.200,-53.056
Iraí,RS,Quartzo,-27.269,-53.182
Iraí,RS,Ametista,-27.272,-53.186
Iraí,RS,Celadonita,-27.250,-53.269
Alpestre,RS,Ametista,-27.257,-53.132
Alpestre,RS,Quartzo,-27.236,-53.153
Alpestre,RS,Quartzo,-27.263,-53.089
Alpestre,RS,Ametista,-27.265,-53.078
Cristal do Sul,RS,Quartzo,-27.456,-53.259
Caiçara,RS,Celadonita,-27.244,-53.396
Caiçara,RS,Ametista,-27.213,-53.457
Planalto,RS,Quartzo,-27.326,-53.116
Ametista do Sul,RS,Ametista,-27.378,-53.186
Frederico Westphalen,RS,Ametista,-27.320,-53.367
Planalto,RS,Ametista,-27.334,-53.090
Frederico Westphalen,RS,Ametista,-27.255,-53.350
São Carlos,SC,Quartzo,-27.037,-53.069
Vicente Dutra,RS,"Celadonita, Quartzo",-27.235,-53.347
Iraí,RS,Ametista,-27.239,-53.265
Iraí,RS,"Celadonita, Quartzo",-27.225,-53.264
Iraí,RS,Ametista,-27.209,-53.264
Palmitos,SC,Ametista,-27.183,-53.301
Palmitos,SC,Ametista,-27.201,-53.311
Vicente Dutra,RS,"Celadonita, Quartzo",-27.198,-53.327
Palmitos,SC,Água mineral,-27.181,-53.292
Vicente Dutra,RS,Ametista,-27.129,-53.340
Palmitos,SC,Ametista,-27.159,-53.267
Palmitos,SC,Ametista,-27.126,-53.253
Caibi,SC,Ametista,-27.025,-53.260
Palmitos,SC,"Celadonita, Quartzo",-27.122,-53.220
Palmitos,SC,Ametista,-27.119,-53.173
Palmitos,SC,Ametista,-27.035,-53.163
Palmitos,SC,Ametista,-27.152,-53.107
São Carlos,SC,"Celadonita, Quartzo, Ágata",-27.017,-53.042
São Carlos,SC,Ametista,-27.028,-53.054
São Carlos,SC,Ametista,-27.051,-53.059
São Carlos,SC,Ametista,-27.017,-53.091
Palmitos,SC,Quartzo,-27.037,-53.133
Alpestre,RS,Ametista,-27.191,-53.066
Águas de Chapecó,SC,Ametista,-27.125,-53.014
Águas de Chapecó,SC,Quartzo,-27.134,-53.029
Alpestre,RS,Quartzo,-27.224,-53.031
Alpestre,RS,Quartzo,-27.232,-53.113
Alpestre,RS,Ametista,-27.226,-53.156
Alpestre,RS,Ametista,-27.220,-53.157
Alpestre,RS,Quartzo,-27.257,-53.144
Iraí,RS,Ametista,-27.200,-53.240
Iraí,RS,Ametista,-27.216,-53.239
Iraí,RS,Quartzo,-27.235,-53.237
Iraí,RS,Ametista,-27.247,-53.235
Iraí,RS,Quartzo,-27.250,-53.236
Frederico Westphalen,RS,Ametista,-27.275,-53.341
Frederico Westphalen,RS,Quartzo,-27.285,-53.361
Caiçara,RS,Ametista,-27.264,-53.387
Frederico Westphalen,RS,Quartzo,-27.297,-53.360
Frederico Westphalen,RS,Quartzo,-27.337,-53.385
Frederico Westphalen,RS,Quartzo,-27.315,-53.358
Frederico Westphalen,RS,Ametista,-27.314,-53.349
Frederico Westphalen,RS,Ametista,-27.315,-53.317
Frederico Westphalen,RS,Quartzo,-27.309,-53.324
Frederico Westphalen,RS,Quartzo,-27.340,-53.370
Frederico Westphalen,RS,Quartzo,-27.363,-53.356
Frederico Westphalen,RS,Quartzo,-27.340,-53.324
Frederico Westphalen,RS,Quartzo,-27.363,-53.300
Frederico Westphalen,RS,Quartzo,-27.375,-53.308
Iraí,RS,Quartzo,-27.271,-53.284
Iraí,RS,Quartzo,-27.296,-53.260
Iraí,RS,Quartzo,-27.311,-53.252
Seberi,RS,Quartzo,-27.484,-53.361
Pinhal,RS,Ametista,-27.487,-53.278
Erval Seco,RS,Quartzo,-27.497,-53.463
Frederico Westphalen,RS,Basalto,-27.347,-53.377
Alpestre,RS,Basalto,-27.255,-53.064
Taquaruçu do Sul,RS,Quartzo,-27.431,-53.470
Taquaruçu do Sul,RS,Quartzo,-27.412,-53.449
Alpestre,RS,Quartzo,-27.275,-53.124
Planalto,RS,Ametista,-27.324,-53.080
Planalto,RS,Quartzo,-27.323,-53.103
Planalto,RS,Quartzo,-27.373,-53.087
Planalto,RS,Quartzo,-27.368,-53.085
Planalto,RS,Quartzo,-27.351,-53.171
Planalto,RS,Ametista,-27.290,-53.171
Iraí,RS,Quartzo,-27.288,-53.216
Planalto,RS,Quartzo,-27.322,-53.206
Ametista do Sul,RS,Ametista,-27.358,-53.150
Planalto,RS,Quartzo,-27.352,-53.150
Caiçara,RS,Manganês,-27.211,-53.446
Planalto,RS,Ametista,-27.368,-53.085
Planalto,RS,Brita,-27.330,-53.047
Planalto,RS,Brita,-27.304,-53.044
Frederico Westphalen,RS,Basalto,-27.338,-53.350
Godofredo Viana,MA,Ouro,-1.474,-45.759
Carutapera,MA,Ouro,-1.315,-45.963
Luís Domingues,MA,Cascalho,-1.325,-45.919
Luís Domingues,MA,Ouro,-1.412,-45.836
Godofredo Viana,MA,Rocha ornamental,-1.400,-45.786
Godofredo Viana,MA,Ouro,-1.454,-45.855
Luís Domingues,MA,Ouro,-1.416,-45.841
Luís Domingues,MA,Ouro,-1.378,-45.832
Godofredo Viana,MA,Ouro,-1.294,-45.755
Godofredo Viana,MA,"Fósforo, Ouro",-1.290,-45.744
Godofredo Viana,MA,Cascalho,-1.307,-45.766
Luís Domingues,MA,Argila,-1.324,-45.893
Luís Domingues,MA,Ouro,-1.368,-45.913
Luís Domingues,MA,Granito,-1.363,-45.861
Luís Domingues,MA,Cascalho,-1.348,-45.889
Luís Domingues,MA,Ouro,-1.350,-45.844
Godofredo Viana,MA,Ouro,-1.479,-45.761
Godofredo Viana,MA,Cascalho,-1.456,-45.845
Luís Domingues,MA,Ouro,-1.457,-45.875
Luís Domingues,MA,Ouro,-1.446,-45.888
Luís Domingues,MA,Ouro,-1.464,-45.909
Carutapera,MA,Ouro,-1.368,-45.946
Luís Domingues,MA,Ouro,-1.398,-45.859
Luís Domingues,MA,Cascalho,-1.371,-45.924
Luís Domingues,MA,Ouro,-1.341,-45.921
Luís Domingues,MA,Ouro,-1.349,-45.916
Luís Domingues,MA,Cascalho,-1.343,-45.910
Godofredo Viana,MA,Ouro,-1.307,-45.802
Godofredo Viana,MA,Ouro,-1.293,-45.767
Godofredo Viana,MA,Ouro,-1.299,-45.765
Godofredo Viana,MA,Ouro,-1.280,-45.714
Godofredo Viana,MA,Ouro,-1.288,-45.720
Godofredo Viana,MA,Ouro,-1.283,-45.726
Godofredo Viana,MA,Ouro,-1.285,-45.732
Godofredo Viana,MA,Ouro,-1.296,-45.735
Godofredo Viana,MA,Ouro,-1.296,-45.760
Godofredo Viana,MA,Ouro,-1.279,-45.761
Godofredo Viana,MA,Ouro,-1.275,-45.765
Luís Domingues,MA,Ouro,-1.467,-45.906
Cândido Mendes,MA,Ouro,-1.450,-45.634
Cândido Mendes,MA,Ouro,-1.451,-45.669
Cândido Mendes,MA,Ouro,-1.483,-45.669
Luís Domingues,MA,Cascalho,-1.399,-45.933
Cândido Mendes,MA,Granito,-1.445,-45.547
Luís Domingues,MA,Ouro,-1.403,-45.839
Luís Domingues,MA,Ouro,-1.357,-45.885
Almenara,MG,Brita,-16.122,-40.741
Jequitinhonha,MG,Brita,-16.326,-40.818
Almenara,MG,Brita,-16.187,-40.721
Martinho Campos,MG,Calcário,-19.370,-45.220
Martinho Campos,MG,Ardósia,-19.453,-45.228
Martinho Campos,MG,Ardósia,-19.377,-45.090
Martinho Campos,MG,Ardósia,-19.422,-45.044
Martinho Campos,MG,Ardósia,-19.424,-45.018
Martinho Campos,MG,Calcário,-19.322,-45.127
Abaeté,MG,Calcário,-19.048,-45.365
Dores do Indaiá,MG,Calcário,-19.413,-45.361
Martinho Campos,MG,Calcário,-19.431,-45.372
Martinho Campos,MG,Calcário,-19.457,-45.266
Martinho Campos,MG,Calcário,-19.456,-45.264
Martinho Campos,MG,Calcário,-19.442,-45.343
Abaeté,MG,Calcário,-19.122,-45.125
Martinho Campos,MG,Calcário,-19.473,-45.256
Abaeté,MG,Arenito,-19.239,-45.410
Pompéu,MG,Calcário,-19.076,-45.072
Martinho Campos,MG,Ardósia,-19.446,-45.007
Martinho Campos,MG,Areia,-19.491,-45.035
Martinho Campos,MG,Areia,-19.499,-45.038
Pitangui,MG,Areia,-19.483,-45.008
Pompéu,MG,Calcário,-19.208,-45.132
Pompéu,MG,Ardósia,-19.294,-45.018
Abaeté,MG,Calcário,-19.144,-45.480
Abaeté,MG,Calcário,-19.161,-45.460
Pompéu,MG,Calcário,-19.254,-45.056
Pompéu,MG,Ardósia,-19.304,-45.040
Rubim,MG,Brita,-16.385,-40.538
Jequitinhonha,MG,Água marinha,-16.285,-40.804
Almenara,MG,Rocha ornamental,-16.164,-40.533
Almenara,MG,Rocha ornamental,-16.148,-40.694
Almenara,MG,Água marinha,-16.394,-40.622
Jequitinhonha,MG,Rocha ornamental,-16.473,-40.861
Almenara,MG,Água marinha,-16.112,-40.897
Jequitinhonha,MG,Água marinha,-16.261,-40.799
Almenara,MG,"Berílio, Água marinha",-16.039,-40.881
Rubim,MG,Brita,-16.377,-40.535
Rubim,MG,Argila,-16.338,-40.508
Pedra Azul,MG,Saibro,-16.068,-40.967
Almenara,MG,Grafita,-16.014,-40.595
Almenara,MG,Grafita,-16.028,-40.602
Almenara,MG,Grafita,-16.187,-40.644
