uf;latitude;longitude;substancia
PA;-6103;-56289;Ouro
PA;-6784;-56682;Ouro
PA;-5176;-56838;Ouro
PA;-7950;-55067;Ouro
PA;-7312;-56752;Ouro
PA;-5356;-56356;Ouro
PA;-5347;-56970;Ouro
PA;-4448;-53716;Ouro
PA;-6358;-56099;Ouro
AM;-604;-69584;Ouro
AM;-593;-69471;Ouro
AM;-608;-69539;Ouro
MG;-21909;-45614;Ouro
MG;-21895;-45617;Ouro
MG;-21837;-45525;Ouro
MG;-21823;-45431;Ouro
MG;-18400;-43800;Ouro
MG;-17800;-43633;Ouro
GO;-14232;-48611;Ouro
BA;-13516;-42134;Ouro
BA;-13573;-41863;Ouro
BA;-13624;-41907;Ouro
GO;-15843;-48869;Ouro
PA;-167;-53001;Ouro
PA;-246;-53736;Ouro
PA;-284;-53708;Ouro
PA;-3688;-51634;Ouro
PA;-3703;-51485;Ouro
PA;-3723;-51395;Ouro
PA;-3840;-51389;Ouro
PA;-681;-54648;Ouro
PA;570;-53700;Ouro
AP;702;-52172;Ouro
PA;520;-53650;Ouro
PA;390;-53740;Ouro
PA;390;-53700;Ouro
PA;380;-53840;Ouro
PA;400;-53770;Ouro
PA;340;-53830;Ouro
PA;357;-53803;Ouro
PA;340;-53770;Ouro
PA;300;-53870;Ouro
AP;450;-51810;Ouro
AP;390;-51730;Ouro
AP;952;-52147;Ouro
AP;982;-52076;Ouro
AP;961;-51725;Ouro
AP;840;-51998;Ouro
RO;-12418;-64418;Ouro
RO;-12933;-60946;Ouro
RO;-11783;-62090;Ouro
RO;-11150;-60738;Ouro
RO;-11611;-62365;Ouro
RO;-11614;-62310;Ouro
RO;-11995;-62122;Ouro
RO;-11571;-62360;Ouro
PA;410;-53790;Ouro
PA;310;-53790;Ouro
PA;300;-53830;Ouro
AP;416;-51738;Ouro
AP;601;-52155;Ouro
PA;679;-53769;Ouro
PA;284;-53756;Ouro
PA;260;-53354;Ouro
PA;139;-53262;Ouro
RO;-11429;-61724;Ouro
RO;-11840;-61305;Ouro
RO;-13000;-60267;Ouro
RR;3818;-61737;Ouro
BA;-11006;-39304;Ouro
BA;-13277;-41895;Ouro
BA;-13524;-41920;Ouro
BA;-13544;-41850;Ouro
BA;-11409;-42661;Ouro
BA;-11395;-42665;Ouro
BA;-14935;-42480;Ouro
BA;-14906;-42503;Ouro
BA;-14014;-42539;Ouro
BA;-13600;-42549;Ouro
BA;-13492;-42192;Ouro
BA;-13392;-42217;Ouro
BA;-13435;-42055;Ouro
BA;-13480;-42021;Ouro
BA;-13492;-42041;Ouro
BA;-13509;-42059;Ouro
BA;-13357;-42198;Ouro
BA;-13501;-42181;Ouro
BA;-13100;-42224;Ouro
BA;-13109;-42218;Ouro
BA;-13099;-42166;Ouro
MA;-1420;-45610;Ouro
MA;-1320;-45580;Ouro
PA;-1240;-46170;Ouro
RR;2482;-63794;Ouro
RR;3720;-63660;Ouro
RR;3753;-63987;Ouro
RR;2452;-62827;Ouro
RR;2549;-63234;Ouro
RR;3548;-63830;Ouro
RR;2198;-63329;Ouro
AM;2193;-63387;Ouro
RR;2603;-63052;Ouro
RR;2193;-63286;Ouro
RR;2614;-63236;Ouro
RR;2603;-63018;Ouro
RR;2756;-62910;Ouro
RR;2759;-62904;Ouro
RR;2754;-62872;Ouro
RR;2704;-62713;Ouro
RR;2691;-62596;Ouro
RR;2614;-62951;Ouro
RR;2592;-62982;Ouro
AM;1767;-67944;Ouro
AM;1736;-67984;Ouro
AM;1821;-67894;Ouro
AM;1811;-67928;Ouro
AM;1842;-68041;Ouro
AM;1853;-68086;Ouro
AM;1824;-68149;Ouro
AM;1792;-68169;Ouro
AM;1797;-68194;Ouro
AM;1824;-68221;Ouro
AM;1860;-68156;Ouro
AM;1905;-68199;Ouro
RR;2632;-63198;Ouro
AP;805;-51974;Ouro
AP;803;-51892;Ouro
AP;770;-52361;Ouro
AP;651;-52221;Ouro
PA;688;-53963;Ouro
PA;642;-53911;Ouro
PA;641;-53847;Ouro
PA;518;-53717;Ouro
PA;453;-53597;Ouro
PA;454;-53732;Ouro
PA;376;-53586;Ouro
PA;313;-53461;Ouro
PA;174;-53292;Ouro
PA;190;-53251;Ouro
PA;164;-53110;Ouro
PA;99;-53199;Ouro
PA;59;-53228;Ouro
PA;75;-53160;Ouro
AP;278;-52044;Ouro
AP;296;-51719;Ouro
AP;275;-51676;Ouro
AP;491;-51766;Ouro
AC;-10950;-70334;Ouro
RO;-12167;-61100;Ouro
RO;-8735;-63926;Ouro
RO;-11705;-61276;Ouro
GO;-17685;-48095;Ouro
RR;2914;-63160;Ouro
RR;2360;-63286;Ouro
RR;2531;-63670;Ouro
RR;2533;-63805;Ouro
RR;2898;-63263;Ouro
RR;3074;-63289;Ouro
RR;3101;-63622;Ouro
RR;3394;-63769;Ouro
RR;2488;-62737;Ouro
RR;3565;-62340;Ouro
RR;2513;-62888;Ouro
RR;3870;-63690;Ouro
PA;-5780;-50550;Ouro
PA;-6027;-49545;Ouro
PA;-5960;-50390;Ouro
PA;-6100;-49710;Ouro
MA;-1550;-45360;Ouro
MA;-1540;-45710;Ouro
BA;-11457;-42457;Ouro
BA;-11449;-42482;Ouro
BA;-11447;-42470;Ouro
BA;-11448;-42508;Ouro
BA;-11443;-42480;Ouro
BA;-11438;-42514;Ouro
BA;-11446;-42550;Ouro
BA;-11433;-42501;Ouro
BA;-11442;-42508;Ouro
BA;-11436;-42507;Ouro
BA;-11438;-42548;Ouro
BA;-11428;-42512;Ouro
PA;-7523;-56343;Ouro
PA;-7634;-56662;Ouro
PA;-7293;-55924;Ouro
PA;-7446;-55987;Ouro
PA;-7365;-56225;Ouro
PA;-7424;-56338;Ouro
PA;-7347;-56297;Ouro
PA;-7198;-56217;Ouro
PA;-7054;-56225;Ouro
PA;-7072;-56960;Ouro
PA;-7099;-56978;Ouro
PA;-7932;-56054;Ouro
PA;-7856;-56104;Ouro
PA;-5662;-57009;Ouro
PA;-5378;-57536;Ouro
PA;-5208;-57473;Ouro
PA;-5131;-57478;Ouro
PA;-5433;-57068;Ouro
PA;-5315;-56942;Ouro
PA;-5361;-56919;Ouro
PA;-5446;-56879;Ouro
PA;-5352;-56811;Ouro
PA;-5198;-56820;Ouro
PA;-4928;-56928;Ouro
PA;-4955;-56883;Ouro
PA;-5730;-56694;Ouro
PA;-5545;-56653;Ouro
PA;-5559;-56586;Ouro
PA;-5667;-56626;Ouro
PA;-5680;-56361;Ouro
PA;-5649;-56190;Ouro
PA;-6419;-56793;Ouro
PA;-6491;-56752;Ouro
PA;-6694;-56270;Ouro
PA;-6608;-56172;Ouro
PA;-6068;-56712;Ouro
PA;-6034;-56384;Ouro
GO;-14973;-49296;Ouro
PA;-5919;-56540;Ouro
PA;-5959;-56560;Ouro
PA;-5578;-56665;Ouro
PA;-5647;-56618;Ouro
PA;-5786;-56866;Ouro
PA;-5871;-56619;Ouro
PA;-5903;-56385;Ouro
PA;-5458;-56868;Ouro
PA;-5230;-56644;Ouro
PA;-5505;-56570;Ouro
PA;-5763;-56644;Ouro
PA;-5854;-56702;Ouro
PA;-5756;-56472;Ouro
BA;-12717;-42189;Ouro
BA;-12025;-42499;Ouro
BA;-12834;-42198;Ouro
BA;-12778;-42186;Ouro
BA;-12437;-42370;Ouro
BA;-12770;-42189;Ouro
BA;-12753;-42184;Ouro
BA;-12781;-42195;Ouro
BA;-12784;-42198;Ouro
BA;-12809;-42192;Ouro
BA;-12817;-42161;Ouro
BA;-12850;-42203;Ouro
BA;-12764;-42223;Ouro
BA;-12189;-42223;Ouro
BA;-11031;-39316;Ouro
BA;-11016;-39318;Ouro
BA;-11013;-39313;Ouro
BA;-11003;-39306;Ouro
BA;-11449;-39059;Ouro
BA;-11450;-39073;Ouro
SC;-27157;-49023;Ouro
SC;-27151;-48983;Ouro
SP;-21738;-48155;Ouro
GO;-16145;-52474;Ouro
CE;-4370;-40660;Ouro
CE;-4170;-40650;Ouro
CE;-4130;-40570;Ouro
MA;-1552;-45357;Ouro
PA;-1261;-46174;Ouro
PA;-1241;-46174;Ouro
MA;-1389;-45757;Ouro
MA;-1268;-45744;Ouro
MA;-1375;-45946;Ouro
PA;-1267;-46217;Ouro
RO;-9358;-64742;Ouro
RO;-9416;-64830;Ouro
RO;-9575;-65027;Ouro
RO;-9602;-65102;Ouro
RO;-9571;-65160;Ouro
RO;-9518;-65312;Ouro
MT;-10135;-55087;Ouro
MT;-10123;-55105;Ouro
MT;-10107;-55132;Ouro
MT;-10202;-54798;Ouro
MT;-10217;-55035;Ouro
MT;-10225;-54853;Ouro
MT;-10000;-55027;Ouro
MT;-10180;-55000;Ouro
MT;-9162;-58546;Ouro
MT;-10245;-55035;Ouro
MT;-15218;-59345;Ouro
GO;-13971;-49180;Ouro
GO;-16745;-50403;Ouro
AM;-647;-69507;Ouro
AM;-635;-69566;Ouro
AM;-631;-69559;Ouro
AM;-985;-69446;Ouro
AM;-640;-69431;Ouro
AM;1759;-67885;Ouro
AM;1770;-67872;Ouro
AM;1776;-67899;Ouro
AM;1788;-67910;Ouro
AM;-559;-69505;Ouro
AM;-552;-69494;Ouro
AM;-548;-69545;Ouro
AM;-403;-69651;Ouro
AM;-433;-69649;Ouro
AM;-446;-69633;Ouro
AM;-466;-69642;Ouro
AM;-518;-69572;Ouro
AM;-494;-69516;Ouro
AM;-616;-69539;Ouro
AM;-593;-69523;Ouro
AM;-595;-69557;Ouro
AM;-590;-69545;Ouro
AM;-590;-69534;Ouro
PA;-6604;-56018;Ouro
MG;-21405;-42388;Ouro
MG;-21350;-42292;Ouro
ES;-20290;-40934;Ouro
MG;-18231;-43611;Ouro
MG;-18644;-43695;Ouro
MG;-18650;-43692;Ouro
RR;3556;-63174;Ouro
RR;3773;-64003;Ouro
RR;3364;-63753;Ouro
RR;3626;-63735;Ouro
RR;3287;-63856;Ouro
RR;3282;-63814;Ouro
PA;-5523;-57036;Ouro
PA;-5532;-57005;Ouro
PA;-5978;-57847;Ouro
PA;-5568;-57752;Ouro
RR;473;-59437;Ouro
PA;-6367;-56217;Ouro
PA;-6272;-56431;Ouro
PA;-6262;-56260;Ouro
PA;-6184;-55957;Ouro
PA;-6100;-57367;Ouro
PA;-6058;-56293;Ouro
PA;-6034;-57900;Ouro
GO;-15895;-50032;Ouro
GO;-14415;-49163;Ouro
RN;-5983;-36801;Ouro
PE;-7814;-39285;Ouro
CE;-7183;-39154;Ouro
PA;-5849;-56132;Ouro
PA;-5480;-56838;Ouro
PA;-5943;-56441;Ouro
PA;-5800;-56919;Ouro
PA;-6166;-56020;Ouro
PA;-6321;-55790;Ouro
PA;-6487;-55576;Ouro
PA;-5349;-57553;Ouro
PA;-5261;-57478;Ouro
PA;-5495;-57698;Ouro
PA;-5205;-57551;Ouro
PA;-5158;-57543;Ouro
AM;-5437;-57956;Ouro
PA;-6293;-58003;Ouro
PA;-6071;-57341;Ouro
PA;-6060;-57342;Ouro
PA;-6470;-57830;Ouro
PA;-5260;-57495;Ouro
PA;-5322;-57553;Ouro
AM;-5019;-57783;Ouro
PA;-6134;-57391;Ouro
PA;-6164;-57390;Ouro
PA;-5298;-57547;Ouro
AM;-6406;-58299;Ouro
PA;-5147;-57631;Ouro
PA;-5155;-57524;Ouro
PA;-5036;-57340;Ouro
AM;-5327;-57771;Ouro
PA;-5375;-57709;Ouro
PA;-5123;-57463;Ouro
GO;-14751;-49609;Ouro
GO;-16302;-50803;Ouro
PA;-130;-53080;Ouro
GO;-14750;-49659;Ouro
GO;-17218;-49687;Ouro
GO;-13432;-48061;Ouro
BA;-13798;-40698;Ouro
BA;-9888;-41035;Ouro
BA;-13290;-43082;Ouro
RR;3462;-62176;Ouro
PA;-5850;-56950;Ouro
MA;-1330;-45780;Ouro
MA;-1270;-45740;Ouro
MA;-1380;-45950;Ouro
PA;-1260;-46170;Ouro
PA;-4620;-49370;Ouro
TO;-7070;-48200;Ouro
TO;-9800;-48296;Ouro
RO;-12982;-61109;Ouro
RO;-12182;-63382;Ouro
PA;-6770;-56419;Ouro
PA;-6694;-56879;Ouro
PA;-6815;-56672;Ouro
PA;-6599;-55901;Ouro
PA;-6266;-55897;Ouro
PA;-6487;-55590;Ouro
PA;-6270;-55780;Ouro
GO;-17569;-49585;Ouro
GO;-16386;-52147;Ouro
MG;-19710;-42816;Ouro
MG;-19808;-42858;Ouro
AM;1939;-68207;Ouro
AM;1911;-68149;Ouro
AM;1896;-68149;Ouro
AM;1880;-68149;Ouro
AM;1880;-68131;Ouro
PA;-5694;-54547;Ouro
PA;-5694;-54654;Ouro
PA;-6368;-55618;Ouro
PA;-6435;-55500;Ouro
AM;-473;-69512;Ouro
AM;-397;-69771;Ouro
AM;-431;-69539;Ouro
AM;-329;-69584;Ouro
AM;-334;-69566;Ouro
PA;-6517;-57284;Ouro
RR;4633;-60834;Ouro
RR;4596;-60216;Ouro
RR;4555;-60195;Ouro
RR;4483;-60067;Ouro
RR;4763;-60482;Ouro
RR;4598;-60858;Ouro
RR;4862;-60016;Ouro
RR;4701;-60487;Ouro
PA;-6057;-56293;Ouro
PA;-5334;-56917;Ouro
PA;-5267;-57434;Ouro
AM;-4617;-57817;Ouro
RR;4726;-60672;Ouro
RR;4580;-60234;Ouro
AM;859;-63224;Ouro
RR;1366;-60034;Ouro
RR;2727;-62914;Ouro
RR;3600;-62384;Ouro
AM;566;-66184;Ouro
AM;1700;-68984;Ouro
PA;-9334;-54834;Ouro
PA;-7930;-56678;Ouro
PA;-7895;-56612;Ouro
PA;-7856;-56679;Ouro
RO;-11845;-62184;Ouro
RO;-10246;-65300;Ouro
RN;-5789;-36158;Ouro
RN;-5772;-36126;Ouro
GO;-15745;-49313;Ouro
GO;-16567;-51570;Ouro
MG;-20866;-46650;Ouro
GO;-17027;-50460;Ouro
RR;3314;-63611;Ouro
RR;3006;-63239;Ouro
RR;3023;-63307;Ouro
RR;3018;-63541;Ouro
RR;3552;-63795;Ouro
RR;3152;-63784;Ouro
RR;3018;-63432;Ouro
RR;3169;-63545;Ouro
RR;3089;-63043;Ouro
RR;3225;-63815;Ouro
RR;3607;-63744;Ouro
RR;2687;-63369;Ouro
RR;2599;-63194;Ouro
RR;2767;-63252;Ouro
RR;2833;-63194;Ouro
AM;2186;-63355;Ouro
RR;2509;-63737;Ouro
RR;2804;-63461;Ouro
RR;2889;-63394;Ouro
RR;2912;-63371;Ouro
RR;2626;-63104;Ouro
RR;2594;-63513;Ouro
RR;3873;-63894;Ouro
RR;2539;-63558;Ouro
RR;2643;-63043;Ouro
RR;2637;-63065;Ouro
RR;2576;-62994;Ouro
RR;2441;-62780;Ouro
RR;2367;-62376;Ouro
RR;2349;-62369;Ouro
RR;2297;-62232;Ouro
RR;3565;-62396;Ouro
RR;3137;-62546;Ouro
RR;2574;-62960;Ouro
RR;2619;-62996;Ouro
RR;2472;-62931;Ouro
RR;2441;-62949;Ouro
RR;2392;-62995;Ouro
RR;2409;-62910;Ouro
RR;2434;-62800;Ouro
RR;3162;-62447;Ouro
RR;3830;-63840;Ouro
RR;3740;-63630;Ouro
RR;3731;-63580;Ouro
RR;3660;-63470;Ouro
RR;3620;-63360;Ouro
GO;-13988;-49198;Ouro
GO;-13341;-48786;Ouro
PB;-7217;-37450;Ouro
PB;-7186;-37393;Ouro
PB;-7336;-37845;Ouro
PE;-7317;-37275;Ouro
TO;-10660;-48730;Ouro
PA;-7250;-50107;Ouro
PA;-7310;-50090;Ouro
PA;-7360;-50410;Ouro
AP;3230;-52230;Ouro
AP;3170;-52230;Ouro
AP;2344;-51056;Ouro
RO;-12034;-61165;Ouro
PA;-4617;-49367;Ouro
PA;-6967;-51000;Ouro
TO;-7726;-48188;Ouro
TO;-7069;-48199;Ouro
RO;-9853;-65284;Ouro
RO;-9602;-65124;Ouro
RO;-9540;-65241;Ouro
RO;-9810;-65282;Ouro
MT;-9352;-57228;Ouro
MT;-10827;-55188;Ouro
MT;-10221;-55031;Ouro
MT;-10221;-55086;Ouro
MT;-10397;-56443;Ouro
MT;-10817;-55417;Ouro
MT;-10175;-55184;Ouro
MT;-10100;-55150;Ouro
MT;-10075;-55084;Ouro
MT;-10234;-55050;Ouro
MT;-10225;-55025;Ouro
MT;-10200;-55050;Ouro
MT;-10250;-55034;Ouro
MT;-10217;-55000;Ouro
MT;-9315;-57346;Ouro
MT;-9442;-57164;Ouro
MT;-9343;-57391;Ouro
MT;-9207;-58318;Ouro
MT;-9908;-55602;Ouro
MT;-9503;-56394;Ouro
MT;-9517;-56406;Ouro
MT;-9522;-56396;Ouro
MT;-9541;-56600;Ouro
PA;-9368;-56573;Ouro
PA;-5493;-57616;Ouro
PA;-5572;-57599;Ouro
PA;-5519;-57593;Ouro
PA;-5551;-57600;Ouro
PA;-6992;-57011;Ouro
PA;-6927;-56986;Ouro
PA;-7845;-56993;Ouro
PA;-6958;-57057;Ouro
PA;-6961;-57077;Ouro
PA;-6878;-57020;Ouro
PA;-6851;-57035;Ouro
PA;-6953;-57006;Ouro
AM;-388;-69631;Ouro
RR;1951;-59754;Ouro
PA;-6557;-56202;Ouro
PA;-6843;-56773;Ouro
PA;-6861;-56769;Ouro
PA;-6877;-56773;Ouro
PA;-6877;-56767;Ouro
PA;-6877;-56757;Ouro
PA;-6884;-56751;Ouro
PA;-6890;-56751;Ouro
PA;-6874;-56725;Ouro
PA;-6869;-56691;Ouro
PA;-6795;-56613;Ouro
PA;-6865;-56633;Ouro
PA;-6848;-56615;Ouro
PA;-6506;-56057;Ouro
PA;-6987;-56467;Ouro
PA;-7009;-56900;Ouro
PA;-6897;-56739;Ouro
PA;-6933;-56883;Ouro
PA;-6919;-56626;Ouro
PA;-7172;-57072;Ouro
PA;-7086;-57005;Ouro
RR;3845;-62728;Ouro
RR;3859;-61837;Ouro
RR;3890;-61587;Ouro
RR;3922;-64191;Ouro
PA;700;-54637;Ouro
PA;-7367;-57184;Ouro
PA;-7297;-56672;Ouro
PA;-7295;-56585;Ouro
PA;-7269;-56346;Ouro
PA;-7226;-56925;Ouro
PA;-7103;-56840;Ouro
PA;-7103;-56840;Ouro
PA;-7097;-56891;Ouro
PA;-6862;-56400;Ouro
PA;-6834;-56834;Ouro
AM;-6750;-59067;Ouro
PA;-6734;-56167;Ouro
PA;-6700;-56617;Ouro
PA;-6684;-56917;Ouro
PA;-6516;-56356;Ouro
PA;-6450;-56900;Ouro
PA;-6450;-57467;Ouro
PA;-6434;-56045;Ouro
PA;-6430;-56052;Ouro
PA;-6017;-57934;Ouro
PA;-6000;-56650;Ouro
PA;-5950;-56600;Ouro
AM;-5850;-58067;Ouro
AM;-5700;-58017;Ouro
PA;-5600;-56684;Ouro
PA;-5550;-56267;Ouro
AM;-5484;-57934;Ouro
PA;-5400;-55934;Ouro
PA;-5334;-57617;Ouro
RR;4634;-60461;Ouro
RR;4656;-60396;Ouro
RR;4615;-60444;Ouro
RR;4592;-60184;Ouro
RR;4566;-60184;Ouro
RR;4533;-60200;Ouro
RR;4729;-60542;Ouro
RR;4719;-60517;Ouro
RR;4659;-60488;Ouro
RR;4609;-60468;Ouro
RR;4612;-60453;Ouro
MT;-10222;-55083;Ouro
MT;-10084;-55200;Ouro
MT;-9520;-56478;Ouro
MT;-9499;-56462;Ouro
PA;-5770;-56909;Ouro
PA;-5863;-56339;Ouro
PA;-5326;-56665;Ouro
PA;-5765;-56890;Ouro
PA;-5679;-56854;Ouro
PA;-6065;-57340;Ouro
PA;-5329;-57484;Ouro
AM;-6192;-58467;Ouro
PA;-5751;-57295;Ouro
PA;-5180;-57180;Ouro
PA;-5529;-57608;Ouro
AM;-5555;-57942;Ouro
PA;-6956;-57028;Ouro
PA;-6884;-57010;Ouro
PA;-6924;-56978;Ouro
PA;-5345;-57489;Ouro
AM;1763;-68149;Ouro
AM;-8035;-60970;Ouro
AM;-8539;-60302;Ouro
AM;-6775;-62439;Ouro
RO;-12120;-63864;Ouro
GO;-16362;-49693;Ouro
PA;-7262;-56752;Ouro
BA;-12859;-42285;Ouro
BA;-15860;-39255;Ouro
GO;-13968;-49250;Ouro
GO;-13980;-49169;Ouro
GO;-13891;-49102;Ouro
GO;-13809;-49005;Ouro
GO;-13328;-48797;Ouro
GO;-14506;-49982;Ouro
GO;-14783;-49665;Ouro
GO;-14719;-49626;Ouro
GO;-14691;-49723;Ouro
GO;-15905;-50133;Ouro
GO;-15941;-50114;Ouro
GO;-15984;-49987;Ouro
GO;-15414;-50414;Ouro
GO;-15473;-50393;Ouro
GO;-15473;-50352;Ouro
GO;-15667;-51567;Ouro
MG;-15651;-42810;Ouro
BA;-11417;-42508;Ouro
BA;-11422;-42506;Ouro
BA;-11423;-42554;Ouro
PB;-7239;-37425;Ouro
AP;2780;-51950;Ouro
AP;2790;-52340;Ouro
RO;-11888;-62897;Ouro
RO;-11850;-62756;Ouro
MT;-15300;-59250;Ouro
MT;-15100;-59967;Ouro
MT;-15312;-59320;Ouro
MT;-15478;-59179;Ouro
MT;-15354;-59254;Ouro
MT;-15325;-59267;Ouro
MT;-15375;-59215;Ouro
MT;-15355;-59240;Ouro
MT;-15363;-59282;Ouro
MT;-15341;-59264;Ouro
MT;-15390;-59367;Ouro
MT;-15471;-59320;Ouro
MT;-15480;-59257;Ouro
MT;-15394;-58141;Ouro
PA;-4730;-51030;Ouro
PA;-5860;-50000;Ouro
PA;-6032;-49575;Ouro
PA;-6041;-49613;Ouro
PA;-6048;-49633;Ouro
PA;-5921;-49650;Ouro
PA;-5937;-49673;Ouro
PA;-5890;-50310;Ouro
PA;-5950;-50420;Ouro
RO;-12409;-64416;Ouro
RO;-12425;-64409;Ouro
MG;-20160;-43735;Ouro
MG;-20249;-43642;Ouro
MG;-20252;-43617;Ouro
MG;-20258;-43595;Ouro
AM;1492;-68168;Ouro
AM;1515;-68138;Ouro
AM;1969;-68142;Ouro
AM;1956;-68132;Ouro
AM;1926;-68127;Ouro
MG;-20337;-43473;Ouro
GO;-15517;-49017;Ouro
MG;-17828;-43548;Ouro
MG;-18648;-43731;Ouro
AP;700;-52440;Ouro
AP;710;-52230;Ouro
MT;-14652;-56592;Ouro
MT;-14479;-56490;Ouro
MT;-14641;-56702;Ouro
MT;-15696;-56356;Ouro
MT;-15655;-56302;Ouro
MT;-15724;-56316;Ouro
MT;-15785;-56024;Ouro
MT;-15534;-56583;Ouro
MT;-15627;-56304;Ouro
MT;-15647;-56330;Ouro
MT;-14535;-56585;Ouro
MT;-14831;-56571;Ouro
MT;-15612;-56242;Ouro
MT;-14933;-56392;Ouro
MT;-14733;-56268;Ouro
MT;-14897;-56129;Ouro
MT;-14901;-56168;Ouro
MT;-14901;-56419;Ouro
MS;-20716;-56327;Ouro
BA;-10953;-40442;Ouro
BA;-11005;-40468;Ouro
BA;-13545;-41820;Ouro
BA;-13572;-41780;Ouro
BA;-13574;-41809;Ouro
PB;-7182;-37411;Ouro
PB;-7257;-37428;Ouro
PB;-7337;-37373;Ouro
TO;-10000;-47600;Ouro
MG;-21827;-45567;Ouro
MG;-21828;-45541;Ouro
MG;-21839;-45522;Ouro
MG;-21842;-45569;Ouro
BA;-14402;-40056;Ouro
CE;-6770;-39475;Ouro
PI;-10169;-44602;Ouro
MT;-9807;-55580;Ouro
MT;-10240;-54883;Ouro
MT;-9418;-57323;Ouro
MT;-9190;-58413;Ouro
MT;-10796;-55605;Ouro
MT;-9803;-56060;Ouro
MT;-8884;-59167;Ouro
MT;-10134;-59200;Ouro
MT;-10084;-55459;Ouro
MT;-10114;-55225;Ouro
MT;-10084;-55134;Ouro
MT;-10750;-55117;Ouro
MT;-10017;-55050;Ouro
MT;-10300;-54784;Ouro
MT;-10550;-55767;Ouro
MT;-9724;-55346;Ouro
MT;-9885;-55623;Ouro
MT;-9517;-56415;Ouro
MT;-9526;-56362;Ouro
MT;-9498;-56554;Ouro
MT;-9818;-56064;Ouro
MT;-9400;-56637;Ouro
MT;-9466;-56427;Ouro
MT;-10084;-55117;Ouro
MT;-10200;-55025;Ouro
RO;-12427;-64382;Ouro
RO;-12420;-64360;Ouro
RO;-12418;-64304;Ouro
RO;-12303;-64228;Ouro
RO;-12160;-63989;Ouro
RO;-12152;-63701;Ouro
RO;-12165;-63692;Ouro
RO;-12199;-63784;Ouro
RO;-12269;-63457;Ouro
RO;-12330;-63307;Ouro
RO;-12732;-61097;Ouro
RO;-12825;-60718;Ouro
PA;-6360;-49890;Ouro
PA;-6424;-50270;Ouro
PA;-6350;-50000;Ouro
PA;-6380;-49970;Ouro
PA;-6380;-49940;Ouro
PA;-6420;-49970;Ouro
PA;-6404;-49870;Ouro
PA;-6400;-50454;Ouro
PA;-6370;-49840;Ouro
PA;-6390;-51590;Ouro
PA;-6360;-51827;Ouro
PA;-6350;-51910;Ouro
PA;-6342;-51970;Ouro
PA;-6408;-51954;Ouro
MG;-16870;-42122;Ouro
MG;-17074;-42543;Ouro
MG;-17094;-42536;Ouro
MG;-17323;-42309;Ouro
MG;-21279;-43813;Ouro
MG;-19980;-43850;Ouro
MG;-18691;-43527;Ouro
MG;-18723;-43397;Ouro
SE;-10839;-37383;Ouro
SE;-10840;-37419;Ouro
MT;-9512;-56568;Ouro
MT;-10223;-55069;Ouro
MT;-10030;-55022;Ouro
TO;-11404;-47901;Ouro
RS;-30369;-53652;Ouro
RS;-30927;-52537;Ouro
GO;-14354;-48606;Ouro
GO;-14067;-50054;Ouro
SC;-27136;-49109;Ouro
BA;-11453;-39106;Ouro
BA;-11450;-39117;Ouro
BA;-11460;-39132;Ouro
BA;-11007;-38995;Ouro
PB;-7236;-37423;Ouro
RO;-11821;-62100;Ouro
RO;-11610;-62389;Ouro
RO;-11595;-62387;Ouro
RO;-11596;-62370;Ouro
RO;-11614;-62377;Ouro
RO;-11602;-62313;Ouro
RO;-11980;-61765;Ouro
RO;-11876;-61727;Ouro
RO;-11908;-62289;Ouro
RO;-11912;-62289;Ouro
RO;-11953;-62179;Ouro
RO;-11217;-60777;Ouro
RO;-10189;-62779;Ouro
RO;-10711;-62866;Ouro
RO;-11840;-63355;Ouro
RO;-10542;-65327;Ouro
RO;-9546;-62727;Ouro
RO;-10167;-62334;Ouro
RO;-9943;-65328;Ouro
RO;-10883;-62913;Ouro
RO;-11850;-62754;Ouro
AM;-8435;-60282;Ouro
MT;-9490;-61246;Ouro
RO;-10589;-61794;Ouro
RO;-11364;-60451;Ouro
RO;-11486;-60035;Ouro
RO;-10238;-62327;Ouro
RO;-10170;-62565;Ouro
RO;-11859;-62889;Ouro
RO;-11925;-62912;Ouro
RO;-11758;-62863;Ouro
RO;-11979;-61685;Ouro
RO;-11891;-62210;Ouro
RO;-12984;-60768;Ouro
RO;-12001;-62092;Ouro
AM;-8480;-60313;Ouro
AM;-8593;-60222;Ouro
PA;-5910;-50460;Ouro
PA;-5950;-50500;Ouro
PA;-5980;-50630;Ouro
PA;-5920;-51430;Ouro
PA;-5910;-51490;Ouro
PA;-5850;-51480;Ouro
PA;-6967;-57000;Ouro
PA;-6994;-57006;Ouro
AM;-6324;-59391;Ouro
AM;-6545;-59493;Ouro
AM;-6540;-59484;Ouro
AM;-8004;-60962;Ouro
AM;-8010;-60937;Ouro
AM;-8047;-60907;Ouro
AM;-8459;-60285;Ouro
AM;-8557;-60238;Ouro
AM;-8624;-60217;Ouro
AM;-7740;-62943;Ouro
AM;-7320;-62972;Ouro
RS;-30802;-53842;Ouro
RS;-30388;-53687;Ouro
MT;-15385;-59209;Ouro
RO;-12278;-63703;Ouro
PA;-5830;-50330;Ouro
PA;-5780;-50870;Ouro
TO;-13116;-48116;Ouro
GO;-16229;-48014;Ouro
TO;-12942;-48300;Ouro
PE;-7294;-37222;Ouro
PB;-7275;-37192;Ouro
RO;-13127;-60540;Ouro
RO;-13115;-60460;Ouro
