uf;latitude;longitude;substancia
MG;-20590;-43750;Ouro
MG;-20594;-43745;Ouro
MG;-20595;-43744;Ouro
MG;-20597;-43740;Ouro
MG;-20600;-43735;Ouro
MG;-20601;-43728;Ouro
MG;-20604;-43730;Ouro
MG;-20621;-43695;Ouro
MG;-20688;-43605;Ouro
MG;-20688;-43513;Ouro
MG;-20971;-44083;Ouro
MG;-17657;-42662;Ouro
PA;-5282;-57544;Ouro
PA;-5444;-57682;Ouro
PA;-5514;-57141;Ouro
PA;-5545;-57021;Ouro
PA;-5948;-56657;Ouro
PA;-5786;-57009;Ouro
PA;-5783;-56935;Ouro
GO;-13664;-47063;Ouro
GO;-13484;-48000;Ouro
GO;-13550;-47834;Ouro
GO;-13837;-47425;Ouro
GO;-13805;-47337;Ouro
GO;-13790;-47336;Ouro
GO;-13714;-47311;Ouro
GO;-13668;-47294;Ouro
GO;-13618;-47298;Ouro
GO;-13540;-47256;Ouro
GO;-13513;-47105;Ouro
GO;-13634;-46950;Ouro
GO;-13201;-46838;Ouro
GO;-13225;-46866;Ouro
GO;-13883;-47411;Ouro
GO;-13871;-47489;Ouro
GO;-13503;-47185;Ouro
GO;-13531;-47187;Ouro
MG;-21133;-44259;Ouro
MG;-21076;-44144;Ouro
MG;-19602;-43235;Ouro
MG;-19972;-43475;Ouro
MG;-19867;-43743;Ouro
GO;-14074;-47181;Ouro
GO;-13399;-46372;Ouro
GO;-13369;-46322;Ouro
MG;-20303;-42482;Ouro
SC;-26870;-48939;Ouro
RS;-30709;-53783;Ouro
RJ;-21215;-41442;Ouro
MG;-20080;-43413;Ouro
MG;-20095;-43416;Ouro
MG;-21164;-44453;Ouro
MG;-21089;-44614;Ouro
MG;-21096;-44554;Ouro
MG;-21082;-44545;Ouro
MG;-21157;-44453;Ouro
MG;-21160;-44405;Ouro
MG;-21167;-44345;Ouro
MG;-21137;-44279;Ouro
MG;-21084;-44271;Ouro
MG;-21093;-44266;Ouro
MG;-21114;-44261;Ouro
MG;-21120;-44251;Ouro
MG;-21108;-44225;Ouro
MG;-21110;-44200;Ouro
MG;-21114;-44191;Ouro
MG;-21125;-44179;Ouro
MG;-21107;-44170;Ouro
MG;-21125;-44166;Ouro
MG;-21039;-44064;Ouro
MG;-21081;-44145;Ouro
MG;-21073;-44067;Ouro
MG;-21062;-44053;Ouro
MG;-21120;-44128;Ouro
MG;-21117;-44117;Ouro
MG;-21239;-44906;Ouro
MG;-21259;-43900;Ouro
MG;-20350;-43312;Ouro
MG;-20361;-43309;Ouro
MG;-20382;-43325;Ouro
MG;-20378;-43310;Ouro
MG;-20388;-43310;Ouro
MG;-19950;-43576;Ouro
MG;-19953;-43605;Ouro
MG;-19951;-43612;Ouro
MG;-20169;-43408;Ouro
PA;-7473;-57119;Ouro
PA;-7320;-57121;Ouro
PA;-7268;-57158;Ouro
PA;-7250;-57143;Ouro
PA;-7221;-57174;Ouro
PA;-7051;-56899;Ouro
GO;-13702;-47460;Ouro
GO;-13714;-46876;Ouro
GO;-13862;-47609;Ouro
GO;-13671;-47562;Ouro
GO;-13753;-47289;Ouro
MG;-17758;-43610;Ouro
MG;-17671;-43607;Ouro
MG;-21170;-44459;Ouro
MG;-19879;-43690;Ouro
MG;-19883;-43681;Ouro
MG;-19869;-43676;Ouro
MG;-20364;-43285;Ouro
MG;-20342;-43259;Ouro
MG;-20346;-43257;Ouro
MG;-20350;-43257;Ouro
MG;-20328;-43193;Ouro
MG;-20366;-43206;Ouro
GO;-15363;-49171;Ouro
GO;-15584;-49018;Ouro
MG;-19459;-41383;Ouro
MG;-16892;-42412;Ouro
MG;-16863;-42422;Ouro
MG;-16837;-42417;Ouro
MG;-16786;-42371;Ouro
MG;-16824;-42337;Ouro
MG;-20348;-43605;Ouro
MG;-20351;-43599;Ouro
MG;-20346;-43565;Ouro
RS;-30790;-53913;Ouro
RS;-30790;-53920;Ouro
RS;-30798;-53934;Ouro
RS;-30798;-53922;Ouro
RS;-30802;-53944;Ouro
RS;-30806;-53944;Ouro
RS;-30809;-53913;Ouro
RS;-30814;-53896;Ouro
RS;-30820;-53807;Ouro
RS;-30827;-53857;Ouro
RS;-30648;-53497;Ouro
SC;-26863;-48945;Ouro
SC;-26997;-49005;Ouro
MG;-19800;-42816;Ouro
MG;-19795;-42820;Ouro
MG;-19789;-42820;Ouro
MG;-19750;-42864;Ouro
MG;-20077;-43269;Ouro
MG;-19950;-43583;Ouro
MG;-20225;-43434;Ouro
MG;-20349;-43410;Ouro
MG;-20004;-43500;Ouro
MG;-20011;-43500;Ouro
MG;-20004;-43463;Ouro
MG;-20008;-43466;Ouro
MG;-20013;-43447;Ouro
MG;-20020;-43470;Ouro
MG;-20024;-43469;Ouro
MG;-20029;-43454;Ouro
MG;-20040;-43473;Ouro
MG;-20036;-43454;Ouro
MG;-20037;-43441;Ouro
MG;-20040;-43458;Ouro
MG;-20042;-43461;Ouro
MG;-20046;-43463;Ouro
MG;-20047;-43396;Ouro
MG;-17619;-42676;Ouro
MG;-17616;-42658;Ouro
MG;-17609;-42683;Ouro
MG;-17580;-42689;Ouro
MG;-17094;-42621;Ouro
MG;-17073;-42617;Ouro
MG;-17079;-42546;Ouro
MG;-17084;-42538;Ouro
MG;-17095;-42541;Ouro
MG;-17085;-42532;Ouro
MG;-17082;-42530;Ouro
MG;-17081;-42535;Ouro
MG;-17215;-42587;Ouro
MG;-17601;-42452;Ouro
MG;-17539;-42492;Ouro
MT;-9227;-57035;Ouro
MT;-10107;-55131;Ouro
MT;-10551;-54668;Ouro
MT;-9973;-56640;Ouro
MT;-11490;-58973;Ouro
MT;-9854;-51326;Ouro
GO;-15797;-48764;Ouro
GO;-15830;-48748;Ouro
GO;-15833;-48624;Ouro
MG;-17907;-43510;Ouro
MG;-17879;-43897;Ouro
MG;-15848;-42784;Ouro
MG;-15511;-42793;Ouro
RJ;-21144;-41656;Ouro
RJ;-21206;-41357;Ouro
MG;-21946;-45675;Ouro
MG;-21912;-45638;Ouro
MG;-21930;-45591;Ouro
MG;-21892;-45638;Ouro
MG;-21895;-45580;Ouro
MG;-21877;-45575;Ouro
MG;-21823;-45525;Ouro
MG;-21930;-45461;Ouro
MG;-21803;-45424;Ouro
MG;-19739;-42797;Ouro
MG;-19752;-42802;Ouro
MG;-19782;-42823;Ouro
MG;-19719;-42843;Ouro
MG;-19767;-42871;Ouro
MG;-19670;-42860;Ouro
ES;-20542;-41654;Ouro
ES;-20303;-40909;Ouro
MG;-17834;-43450;Ouro
MG;-17584;-43550;Ouro
MG;-20064;-43396;Ouro
MG;-20072;-43401;Ouro
MG;-20174;-43417;Ouro
MG;-20179;-43418;Ouro
MG;-20179;-43407;Ouro
MG;-20200;-43387;Ouro
MG;-20202;-43378;Ouro
MG;-20198;-43365;Ouro
MG;-20194;-43331;Ouro
MG;-20163;-43296;Ouro
MG;-20223;-43425;Ouro
MG;-20241;-43410;Ouro
MG;-20243;-43404;Ouro
MG;-20261;-43444;Ouro
MG;-20266;-43413;Ouro
MG;-20274;-43435;Ouro
MG;-20285;-43468;Ouro
MG;-20294;-43487;Ouro
MG;-20290;-43481;Ouro
MG;-20295;-43474;Ouro
MG;-20291;-43451;Ouro
MG;-20302;-43490;Ouro
MG;-20302;-43484;Ouro
MG;-20316;-43481;Ouro
MG;-20310;-43450;Ouro
MG;-20301;-43255;Ouro
MG;-20299;-43211;Ouro
MG;-20205;-42859;Ouro
MG;-20275;-42918;Ouro
MG;-20351;-43447;Ouro
MG;-20355;-43438;Ouro
MG;-20356;-43415;Ouro
MG;-20361;-43438;Ouro
MG;-20359;-43401;Ouro
MG;-20377;-43489;Ouro
MG;-20379;-43475;Ouro
MG;-20377;-43444;Ouro
MG;-20374;-43430;Ouro
MG;-20393;-43485;Ouro
MG;-20382;-43462;Ouro
MG;-20382;-43454;Ouro
MG;-20383;-43441;Ouro
MG;-20350;-43350;Ouro
MG;-20355;-43337;Ouro
MG;-20365;-43331;Ouro
GO;-13707;-46865;Ouro
MG;-20345;-43104;Ouro
MG;-20354;-43116;Ouro
MG;-20388;-43376;Ouro
MG;-20416;-43392;Ouro
MG;-20430;-43370;Ouro
MG;-20434;-43351;Ouro
MG;-20471;-43474;Ouro
MG;-20456;-43332;Ouro
MG;-20469;-43355;Ouro
MG;-20468;-43329;Ouro
MG;-20470;-43315;Ouro
MT;-15821;-56387;Ouro
GO;-15796;-48996;Ouro
GO;-14678;-48837;Ouro
GO;-14550;-48821;Ouro
GO;-14527;-48911;Ouro
GO;-14575;-48681;Ouro
GO;-14219;-48609;Ouro
GO;-14217;-48626;Ouro
GO;-14293;-48611;Ouro
GO;-14378;-48604;Ouro
GO;-15734;-49405;Ouro
GO;-15750;-49400;Ouro
GO;-15780;-49335;Ouro
GO;-15794;-49317;Ouro
GO;-15820;-49330;Ouro
GO;-15844;-49214;Ouro
GO;-15807;-49121;Ouro
GO;-15871;-49077;Ouro
GO;-15384;-49034;Ouro
GO;-15735;-48969;Ouro
GO;-15634;-48997;Ouro
GO;-15647;-48967;Ouro
GO;-15619;-48975;Ouro
GO;-15645;-48917;Ouro
MG;-19525;-41367;Ouro
MG;-19496;-41290;Ouro
MG;-20527;-43350;Ouro
MG;-20514;-43295;Ouro
MG;-20518;-43287;Ouro
MG;-20536;-43271;Ouro
MG;-20544;-43266;Ouro
MG;-20548;-43263;Ouro
MG;-20557;-43263;Ouro
MG;-20567;-43257;Ouro
MG;-20715;-43245;Ouro
MG;-19909;-43773;Ouro
MG;-19906;-43765;Ouro
GO;-14445;-48557;Ouro
GO;-14548;-48442;Ouro
GO;-14550;-48427;Ouro
GO;-14402;-48270;Ouro
GO;-14155;-48067;Ouro
GO;-14405;-48595;Ouro
GO;-14286;-49469;Ouro
MG;-19216;-41630;Ouro
MG;-19225;-41607;Ouro
MG;-19202;-41671;Ouro
MG;-19269;-41679;Ouro
MG;-19350;-41750;Ouro
MT;-10698;-54954;Ouro
MT;-10507;-54695;Ouro
MT;-10381;-54695;Ouro
MT;-10239;-54884;Ouro
RS;-30968;-54440;Ouro
RS;-30284;-53725;Ouro
RS;-30345;-53746;Ouro
RS;-30497;-53404;Ouro
RS;-30352;-53666;Ouro
SC;-27133;-48999;Ouro
SC;-27116;-48937;Ouro
SC;-27170;-48999;Ouro
SC;-27190;-49017;Ouro
MG;-20564;-43262;Ouro
MG;-20275;-42954;Ouro
MG;-19923;-43161;Ouro
MG;-19882;-43393;Ouro
MG;-19657;-43266;Ouro
MG;-19642;-43250;Ouro
MG;-19614;-43231;Ouro
MG;-19809;-43251;Ouro
MG;-19915;-43771;Ouro
MG;-17314;-42304;Ouro
MG;-17314;-42314;Ouro
MT;-10632;-55742;Ouro
MT;-15981;-56317;Ouro
GO;-15672;-48923;Ouro
GO;-15865;-48890;Ouro
GO;-15779;-48889;Ouro
MG;-21786;-43952;Ouro
MG;-21762;-43887;Ouro
MG;-21632;-43913;Ouro
MG;-21641;-43909;Ouro
MG;-21889;-43589;Ouro
MG;-21886;-43582;Ouro
RJ;-21179;-41995;Ouro
PA;-6020;-50600;Ouro
PA;-6390;-50050;Ouro
PA;-6424;-49914;Ouro
MG;-21823;-45528;Ouro
MG;-21845;-45565;Ouro
MG;-21833;-45538;Ouro
MG;-21838;-45530;Ouro
MG;-21812;-45513;Ouro
MG;-21831;-45553;Ouro
MG;-21853;-45398;Ouro
MG;-21856;-45380;Ouro
MG;-20065;-41891;Ouro
PE;-7908;-39351;Ouro
RS;-32075;-53029;Ouro
RR;2504;-63756;Ouro
RR;2529;-63794;Ouro
RR;2488;-63729;Ouro
RR;2948;-63926;Ouro
AM;1812;-67876;Ouro
AM;1830;-68016;Ouro
AM;1740;-68131;Ouro
AM;1855;-68185;Ouro
AM;-677;-69545;Ouro
AM;-933;-69377;Ouro
AM;-840;-69469;Ouro
AM;-834;-69372;Ouro
AM;-768;-69523;Ouro
AM;1779;-67932;Ouro
AM;-419;-69649;Ouro
AM;-473;-69633;Ouro
RO;-11879;-62272;Ouro
GO;-13687;-48035;Ouro
PB;-7328;-37373;Ouro
TO;-10290;-48360;Ouro
TO;-7818;-48149;Ouro
TO;-10139;-48299;Ouro
AM;-523;-69568;Ouro
AM;-376;-69568;Ouro
AM;-870;-69527;Ouro
PA;-7057;-56830;Ouro
PA;-5773;-56873;Ouro
PA;-6235;-56330;Ouro
PA;-7063;-55009;Ouro
PA;-6383;-56802;Ouro
PA;-6194;-57604;Ouro
PA;-6827;-56172;Ouro
PA;-6991;-57023;Ouro
PA;-7672;-56735;Ouro
PA;-5185;-57468;Ouro
PA;-5392;-56811;Ouro
PA;-5235;-56793;Ouro
PA;-5311;-56180;Ouro
PA;-6334;-56250;Ouro
MG;-20425;-42997;Ouro
GO;-17334;-49527;Ouro
GO;-17344;-49810;Ouro
GO;-16239;-47873;Ouro
MG;-16475;-47417;Ouro
GO;-17307;-48519;Ouro
GO;-13783;-49277;Ouro
GO;-13963;-49153;Ouro
GO;-13898;-49138;Ouro
GO;-13858;-49131;Ouro
GO;-14756;-49633;Ouro
GO;-14528;-50005;Ouro
GO;-14562;-49969;Ouro
GO;-14572;-49969;Ouro
MG;-19345;-41750;Ouro
MG;-19312;-41682;Ouro
MG;-19276;-41730;Ouro
MG;-19240;-41535;Ouro
MG;-21163;-42613;Ouro
MG;-21192;-42638;Ouro
MG;-21256;-42267;Ouro
MG;-21409;-42656;Ouro
GO;-17355;-48321;Ouro
GO;-17537;-48528;Ouro
GO;-17545;-48062;Ouro
GO;-17537;-48062;Ouro
GO;-17761;-48103;Ouro
GO;-17901;-48078;Ouro
GO;-17746;-48635;Ouro
GO;-16662;-48616;Ouro
GO;-16765;-48917;Ouro
GO;-15572;-50385;Ouro
GO;-15581;-50379;Ouro
GO;-15595;-50360;Ouro
GO;-15685;-50313;Ouro
GO;-15918;-50133;Ouro
GO;-15912;-50115;Ouro
GO;-15937;-50053;Ouro
GO;-15974;-50017;Ouro
GO;-15805;-50104;Ouro
MG;-21350;-42309;Ouro
MG;-21364;-42300;Ouro
MG;-21396;-42363;Ouro
MG;-21392;-42342;Ouro
MG;-21455;-42353;Ouro
MG;-21338;-42250;Ouro
MG;-21367;-42283;Ouro
GO;-16232;-48032;Ouro
MT;-15953;-56315;Ouro
MT;-15696;-56358;Ouro
MT;-15892;-56170;Ouro
MT;-15401;-56022;Ouro
MT;-16070;-56660;Ouro
PA;-7838;-56698;Ouro
PA;-6376;-56286;Ouro
AM;-5617;-58817;Ouro
PA;-7599;-56703;Ouro
PA;-7300;-56567;Ouro
RS;-30823;-53825;Ouro
GO;-15425;-50485;Ouro
GO;-15510;-50390;Ouro
GO;-15737;-50600;Ouro
GO;-15537;-50509;Ouro
GO;-15450;-50414;Ouro
GO;-15728;-50375;Ouro
GO;-15748;-50317;Ouro
GO;-15839;-50297;Ouro
MG;-18102;-43533;Ouro
MG;-18259;-43581;Ouro
MG;-18639;-43766;Ouro
MG;-18649;-43727;Ouro
MG;-18648;-43721;Ouro
MG;-18653;-43686;Ouro
MG;-18661;-43711;Ouro
MG;-18686;-43688;Ouro
MG;-18723;-43514;Ouro
MG;-18720;-43399;Ouro
MG;-18730;-43397;Ouro
MG;-18737;-43393;Ouro
MG;-19241;-43110;Ouro
MG;-19177;-43318;Ouro
MG;-19062;-43468;Ouro
MG;-19875;-43409;Ouro
MG;-18725;-43375;Ouro
MG;-18750;-43388;Ouro
MG;-19971;-43478;Ouro
MG;-19975;-43481;Ouro
MG;-19970;-43470;Ouro
MG;-19965;-43463;Ouro
MG;-19959;-43457;Ouro
MG;-19951;-43468;Ouro
MG;-19954;-43451;Ouro
MG;-19952;-43443;Ouro
MG;-19956;-43449;Ouro
MG;-19986;-43448;Ouro
MG;-20000;-43459;Ouro
MG;-19986;-43435;Ouro
MG;-19981;-43432;Ouro
MG;-19999;-43496;Ouro
MG;-19996;-43493;Ouro
MG;-20003;-43489;Ouro
MG;-19994;-43480;Ouro
MG;-19980;-43431;Ouro
MG;-19912;-43312;Ouro
MG;-19928;-43314;Ouro
MG;-19938;-43307;Ouro
MG;-19942;-43310;Ouro
MG;-19948;-43306;Ouro
MG;-19961;-43301;Ouro
MG;-19939;-43260;Ouro
MG;-19976;-43220;Ouro
MG;-18767;-43160;Ouro
MG;-18627;-43422;Ouro
MG;-18914;-43467;Ouro
MG;-18979;-43493;Ouro
MG;-18747;-43353;Ouro
MG;-18686;-43383;Ouro
MG;-18716;-43394;Ouro
MG;-18659;-43390;Ouro
MG;-18506;-43458;Ouro
MG;-18560;-43418;Ouro
MG;-18985;-43454;Ouro
MG;-18952;-43443;Ouro
MG;-18642;-43394;Ouro
MG;-19953;-43641;Ouro
MG;-18884;-43286;Ouro
MG;-17990;-43550;Ouro
MG;-17873;-43503;Ouro
MG;-17959;-43523;Ouro
MG;-17824;-43590;Ouro
MG;-19870;-43678;Ouro
MG;-19867;-43678;Ouro
MG;-19861;-43680;Ouro
MG;-19863;-43681;Ouro
MG;-19872;-43694;Ouro
MG;-19877;-43698;Ouro
MG;-19869;-43690;Ouro
MG;-19877;-43709;Ouro
MG;-19860;-43710;Ouro
MG;-19886;-43673;Ouro
MG;-18248;-43451;Ouro
MG;-18467;-43325;Ouro
MG;-17641;-43620;Ouro
MG;-17936;-43523;Ouro
MG;-19958;-43596;Ouro
MG;-19943;-43889;Ouro
MG;-19957;-43632;Ouro
MG;-19950;-43617;Ouro
MG;-21275;-43811;Ouro
MG;-21131;-44288;Ouro
MG;-21269;-43783;Ouro
MG;-21306;-43883;Ouro
MG;-21279;-43871;Ouro
MG;-21268;-43893;Ouro
MG;-19939;-44433;Ouro
MG;-19960;-44422;Ouro
MG;-19969;-44430;Ouro
MG;-19941;-44435;Ouro
MG;-19959;-43638;Ouro
MG;-19956;-43628;Ouro
MG;-19954;-43638;Ouro
MG;-19953;-43640;Ouro
MG;-19968;-43667;Ouro
MG;-19966;-43663;Ouro
MG;-19964;-43664;Ouro
MG;-19960;-43667;Ouro
MG;-19961;-43665;Ouro
MG;-19981;-43670;Ouro
MG;-19964;-43686;Ouro
MG;-19967;-43678;Ouro
MG;-19971;-43686;Ouro
MG;-19933;-43655;Ouro
MG;-19979;-43690;Ouro
MG;-19998;-43703;Ouro
MG;-19992;-43697;Ouro
MG;-19965;-43714;Ouro
MG;-19963;-43712;Ouro
MG;-19946;-43721;Ouro
MG;-19949;-43725;Ouro
MG;-19943;-43703;Ouro
MG;-19932;-43703;Ouro
MG;-19929;-43719;Ouro
MG;-19957;-43708;Ouro
MG;-19932;-43692;Ouro
MG;-19931;-43685;Ouro
MG;-19936;-43673;Ouro
MG;-19940;-43674;Ouro
MG;-19939;-43670;Ouro
MG;-19944;-43668;Ouro
MG;-19927;-43672;Ouro
MG;-19930;-43666;Ouro
MG;-19914;-43669;Ouro
MG;-19974;-43678;Ouro
MG;-19920;-43708;Ouro
MG;-19931;-43603;Ouro
MG;-19902;-43676;Ouro
MG;-19902;-43695;Ouro
MG;-19890;-43706;Ouro
MG;-19889;-43688;Ouro
MG;-19840;-43682;Ouro
MG;-19838;-43656;Ouro
MG;-19835;-43653;Ouro
MG;-19833;-43650;Ouro
MG;-19831;-43650;Ouro
MG;-19825;-43649;Ouro
MG;-19817;-43650;Ouro
MG;-19820;-43650;Ouro
MG;-19815;-43646;Ouro
MG;-19815;-43653;Ouro
MG;-19910;-43724;Ouro
MG;-19907;-43721;Ouro
MG;-19907;-43716;Ouro
MG;-19918;-43729;Ouro
MG;-19915;-43732;Ouro
MG;-19920;-43740;Ouro
MG;-19929;-43699;Ouro
MG;-19934;-43675;Ouro
MG;-19940;-43742;Ouro
MG;-19931;-43740;Ouro
MG;-19935;-43739;Ouro
MG;-19945;-43730;Ouro
MG;-19938;-43728;Ouro
MG;-19958;-43746;Ouro
MG;-19989;-43717;Ouro
MG;-19989;-43707;Ouro
MG;-19940;-43762;Ouro
MG;-19945;-43755;Ouro
MG;-19941;-43778;Ouro
MG;-19934;-43781;Ouro
MG;-19927;-43754;Ouro
MG;-19922;-43756;Ouro
MG;-19906;-43747;Ouro
MG;-19892;-43751;Ouro
MG;-19902;-43760;Ouro
MG;-20105;-43662;Ouro
MG;-20036;-43847;Ouro
MG;-20038;-43828;Ouro
MG;-19061;-43046;Ouro
MG;-20045;-43813;Ouro
MG;-20052;-43792;Ouro
MG;-20059;-43820;Ouro
MG;-20063;-43794;Ouro
MG;-20074;-43842;Ouro
RS;-30997;-54364;Ouro
MG;-20018;-43800;Ouro
MG;-20033;-43853;Ouro
MG;-19750;-42869;Ouro
MG;-20023;-43823;Ouro
MG;-20024;-43509;Ouro
MG;-20203;-43690;Ouro
MG;-20720;-43514;Ouro
MG;-20064;-43439;Ouro
MG;-20339;-43473;Ouro
MG;-20392;-43443;Ouro
MG;-20213;-43677;Ouro
MG;-20217;-43671;Ouro
MG;-21142;-42604;Ouro
GO;-17500;-49445;Ouro
GO;-17500;-49117;Ouro
MG;-19205;-41548;Ouro
GO;-17303;-48456;Ouro
GO;-13855;-49090;Ouro
PA;-5315;-56667;Ouro
PA;-6311;-55775;Ouro
PA;-5784;-56968;Ouro
PA;-5599;-56752;Ouro
GO;-15947;-50031;Ouro
GO;-15937;-50162;Ouro
MG;-18643;-43391;Ouro
MG;-19995;-43492;Ouro
MG;-17784;-43598;Ouro
MG;-19967;-43714;Ouro
GO;-15605;-50440;Ouro
GO;-17864;-48480;Ouro
PA;-6297;-55847;Ouro
MG;-21780;-45398;Ouro
MG;-20319;-43475;Ouro
MG;-20357;-43151;Ouro
GO;-14432;-48354;Ouro
MT;-9528;-56454;Ouro
GO;-13727;-47462;Ouro
MG;-20341;-43214;Ouro
MG;-16819;-42305;Ouro
RS;-30814;-53917;Ouro
MG;-20170;-43644;Ouro
GO;-14584;-49809;Ouro
GO;-13559;-47784;Ouro
MG;-20100;-43410;Ouro
MG;-21155;-44408;Ouro
MG;-19853;-43726;Ouro
MG;-20011;-43804;Ouro
GO;-16067;-50033;Ouro
GO;-13512;-47990;Ouro
MG;-18219;-43591;Ouro
GO;-13982;-49148;Ouro
GO;-16200;-50867;Ouro
RS;-31029;-54360;Ouro
MG;-18353;-47560;Ouro
MG;-19835;-43652;Ouro
MG;-19816;-43651;Ouro
MG;-19820;-43651;Ouro
MG;-19910;-43728;Ouro
MG;-19945;-43777;Ouro
MG;-19889;-43740;Ouro
MG;-17921;-43524;Ouro
MG;-19869;-43696;Ouro
MG;-19877;-43671;Ouro
MG;-18771;-43479;Ouro
MG;-19953;-43622;Ouro
MG;-19945;-44426;Ouro
MG;-19979;-44438;Ouro
MG;-19940;-43668;Ouro
MG;-19929;-43674;Ouro
MG;-19912;-43712;Ouro
MG;-19898;-43702;Ouro
MG;-19042;-43428;Ouro
MG;-19700;-42878;Ouro
MG;-18750;-43438;Ouro
MG;-19967;-43468;Ouro
MG;-19941;-43452;Ouro
MG;-19958;-43435;Ouro
MG;-20004;-43490;Ouro
MG;-19999;-43495;Ouro
MG;-19963;-43422;Ouro
MG;-19911;-43301;Ouro
MG;-19970;-43235;Ouro
MG;-18898;-43272;Ouro
MG;-18978;-43492;Ouro
MG;-19951;-43693;Ouro
MG;-20233;-43438;Ouro
MT;-15777;-56580;Ouro
MT;-16244;-56632;Ouro
PE;-7311;-37220;Ouro
MG;-21841;-45402;Ouro
RR;3201;-63746;Ouro
AM;2121;-63340;Ouro
AM;1840;-68178;Ouro
AM;-805;-69480;Ouro
AM;-551;-69566;Ouro
MG;-21822;-45532;Ouro
MG;-21840;-45377;Ouro
MG;-18034;-43550;Ouro
MG;-18600;-43772;Ouro
GO;-14007;-49010;Ouro
GO;-14182;-48678;Ouro
GO;-13293;-48078;Ouro
GO;-13454;-48078;Ouro
GO;-14580;-49957;Ouro
GO;-13580;-47053;Ouro
MG;-19918;-43775;Ouro
MG;-19928;-43816;Ouro
MG;-19877;-43774;Ouro
MG;-19851;-43732;Ouro
MG;-19840;-43727;Ouro
MG;-19969;-43819;Ouro
MG;-20001;-43833;Ouro
MG;-20013;-43823;Ouro
MG;-20019;-43822;Ouro
MG;-20057;-43705;Ouro
MG;-20118;-43994;Ouro
MG;-20227;-43854;Ouro
MG;-20108;-43788;Ouro
PA;-1742;-46529;Ouro
GO;-16125;-50940;Ouro
ES;-20200;-40822;Ouro
ES;-20284;-40837;Ouro
MG;-20195;-43697;Ouro
MG;-18299;-43977;Ouro
MG;-20240;-43627;Ouro
MG;-20251;-43619;Ouro
BA;-10109;-39531;Ouro
MG;-19779;-44699;Ouro
MT;-10189;-54947;Ouro
MT;-9942;-56647;Ouro
GO;-13930;-49286;Ouro
RS;-31007;-54062;Ouro
MG;-19970;-43206;Ouro
GO;-16147;-50831;Ouro
MG;-19204;-41555;Ouro
MG;-20277;-43605;Ouro
MG;-20297;-43587;Ouro
MG;-20294;-43567;Ouro
MG;-20298;-43558;Ouro
MG;-20127;-43657;Ouro
MG;-20199;-43611;Ouro
MG;-20277;-43881;Ouro
MG;-20332;-43900;Ouro
MG;-20273;-43854;Ouro
GO;-13759;-48998;Ouro
GO;-14525;-50025;Ouro
GO;-14631;-49787;Ouro
GO;-14782;-49573;Ouro
MG;-20334;-43533;Ouro
MG;-20345;-43501;Ouro
MG;-20522;-43826;Ouro
MG;-20535;-43805;Ouro
MG;-20367;-43150;Ouro
RS;-30674;-54165;Ouro
MG;-20063;-43268;Ouro
MG;-21097;-44468;Ouro
MG;-21050;-44156;Ouro
MG;-21153;-44150;Ouro
MG;-21278;-43867;Ouro
MG;-20390;-43321;Ouro
PA;-7221;-57086;Ouro
GO;-13618;-47423;Ouro
MG;-20352;-43292;Ouro
MG;-20330;-43213;Ouro
GO;-15779;-49121;Ouro
RS;-30816;-53842;Ouro
SC;-26865;-48969;Ouro
MG;-19934;-43317;Ouro
MG;-20002;-43498;Ouro
MG;-20002;-43454;Ouro
MG;-20030;-43473;Ouro
MG;-20040;-43446;Ouro
MG;-20044;-43400;Ouro
MG;-17620;-42670;Ouro
GO;-13746;-47257;Ouro
GO;-15859;-48753;Ouro
MG;-21925;-45642;Ouro
MG;-21892;-45595;Ouro
MG;-21881;-45455;Ouro
MG;-19772;-42868;Ouro
MG;-20381;-43490;Ouro
MG;-20386;-43475;Ouro
MG;-20352;-43344;Ouro
MG;-20372;-43218;Ouro
MG;-20404;-43376;Ouro
MG;-20459;-43410;Ouro
MG;-20487;-43313;Ouro
GO;-14065;-48868;Ouro
GO;-14559;-48760;Ouro
GO;-14477;-48542;Ouro
MG;-20086;-43420;Ouro
MG;-19291;-41654;Ouro
MT;-10796;-55607;Ouro
RS;-30275;-53749;Ouro
RS;-30329;-53747;Ouro
MG;-20357;-43210;Ouro
MG;-19880;-43453;Ouro
MG;-19603;-43227;Ouro
MG;-17320;-42303;Ouro
GO;-15821;-48928;Ouro
MA;-2256;-46220;Ouro
MA;-2444;-46143;Ouro
PA;-2093;-46469;Ouro
PA;-2060;-46464;Ouro
PA;-2016;-46453;Ouro
PA;-2078;-46432;Ouro
PA;-2043;-46283;Ouro
MA;-2472;-46122;Ouro
MA;-2487;-46100;Ouro
MA;-2493;-46089;Ouro
MA;-2226;-46340;Ouro
MA;-2455;-46140;Ouro
MA;-2455;-46137;Ouro
MA;-2080;-46253;Ouro
MA;-2267;-46304;Ouro
PA;-2184;-46377;Ouro
PA;-2181;-46377;Ouro
PA;-2181;-46378;Ouro
PA;-2192;-46374;Ouro
PA;-2191;-46373;Ouro
MA;-2266;-46303;Ouro
MA;-2333;-46162;Ouro
MA;-2379;-46158;Ouro
MA;-2440;-46153;Ouro
MA;-2291;-46288;Ouro
MA;-2293;-46286;Ouro
MA;-2292;-46285;Ouro
MA;-2283;-46294;Ouro
GO;-14285;-49468;Ouro
GO;-14113;-49270;Ouro
GO;-14138;-49250;Ouro
